annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,stat_unreviewed_annotations,stat_hot,stat_pageviews,stat_concurrents,primary_artist_api_path,primary_artist_header_image_url,primary_artist_id,primary_artist_image_url,primary_artist_is_meme_verified,primary_artist_is_verified,primary_artist_name,primary_artist_url,primary_artist_iq
1,/songs/9290729,Genius Romanizations,NewJeans - ETA (Romanized) by Genius Romanizations,https://images.genius.com/267b3c1095e86e682f1ac545b0ad2f2b.300x300x1.png,https://images.genius.com/267b3c1095e86e682f1ac545b0ad2f2b.1000x1000x1.png,9290729,8280771,complete,/Genius-romanizations-newjeans-eta-romanized-lyrics,1.0,https://genius.com/Genius-romanizations-newjeans-eta-romanized-sample,"{'year': 2023, 'month': 7, 'day': 21}","July 21, 2023","Jul. 21, 2023",https://images.genius.com/267b3c1095e86e682f1ac545b0ad2f2b.300x300x1.png,https://images.genius.com/267b3c1095e86e682f1ac545b0ad2f2b.1000x1000x1.png,"{'unreviewed_annotations': 1, 'concurrents': 2, 'hot': False, 'pageviews': 245181}",NewJeans - ETA (Romanized),NewJeans - ETA (Romanized),https://genius.com/Genius-romanizations-newjeans-eta-romanized-lyrics,[],"{'api_path': '/artists/1507735', 'header_image_url': 'https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png', 'id': 1507735, 'image_url': 'https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Genius Romanizations', 'url': 'https://genius.com/artists/Genius-romanizations'}",1,False,245181,2.0,/artists/1507735,https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png,1507735,https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png,False,False,Genius Romanizations,https://genius.com/artists/Genius-romanizations,
1,/songs/8226325,Genius Romanizations,NewJeans - Hype Boy (Romanized) by Genius Romanizations,https://images.genius.com/008470d3faefd4df5d16937f926bf6d4.300x300x1.jpg,https://images.genius.com/008470d3faefd4df5d16937f926bf6d4.1000x1000x1.jpg,8226325,16463578,complete,/Genius-romanizations-newjeans-hype-boy-romanized-lyrics,13.0,https://genius.com/Genius-romanizations-newjeans-hype-boy-romanized-sample,"{'year': 2022, 'month': 7, 'day': 23}","July 23, 2022","Jul. 23, 2022",https://images.genius.com/008470d3faefd4df5d16937f926bf6d4.300x300x1.jpg,https://images.genius.com/008470d3faefd4df5d16937f926bf6d4.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 2, 'hot': False, 'pageviews': 446221}",NewJeans - Hype Boy (Romanized),NewJeans - Hype Boy (Romanized),https://genius.com/Genius-romanizations-newjeans-hype-boy-romanized-lyrics,[],"{'api_path': '/artists/1507735', 'header_image_url': 'https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png', 'id': 1507735, 'image_url': 'https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Genius Romanizations', 'url': 'https://genius.com/artists/Genius-romanizations'}",0,False,446221,2.0,/artists/1507735,https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png,1507735,https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png,False,False,Genius Romanizations,https://genius.com/artists/Genius-romanizations,
1,/songs/8692649,Genius Romanizations,NewJeans - OMG (Romanized) by Genius Romanizations,https://images.genius.com/b6789da1b724242fdae0777b82fc06c1.300x300x1.jpg,https://images.genius.com/b6789da1b724242fdae0777b82fc06c1.1000x1000x1.jpg,8692649,12748302,complete,/Genius-romanizations-newjeans-omg-romanized-lyrics,6.0,https://genius.com/Genius-romanizations-newjeans-omg-romanized-sample,"{'year': 2023, 'month': 1, 'day': 2}","January 2, 2023","Jan. 2, 2023",https://images.genius.com/b6789da1b724242fdae0777b82fc06c1.300x300x1.jpg,https://images.genius.com/b6789da1b724242fdae0777b82fc06c1.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'concurrents': 2, 'hot': False, 'pageviews': 744469}",NewJeans - OMG (Romanized),NewJeans - OMG (Romanized),https://genius.com/Genius-romanizations-newjeans-omg-romanized-lyrics,[],"{'api_path': '/artists/1507735', 'header_image_url': 'https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png', 'id': 1507735, 'image_url': 'https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Genius Romanizations', 'url': 'https://genius.com/artists/Genius-romanizations'}",0,False,744469,2.0,/artists/1507735,https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png,1507735,https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png,False,False,Genius Romanizations,https://genius.com/artists/Genius-romanizations,
1,/songs/9249219,NewJeans (뉴진스),Super Shy by NewJeans (뉴진스),https://images.genius.com/fcd2e5a2ade130083470b2143deafce4.300x300x1.png,https://images.genius.com/fcd2e5a2ade130083470b2143deafce4.1000x1000x1.png,9249219,17270590,complete,/Newjeans-super-shy-lyrics,2.0,https://genius.com/Newjeans-super-shy-sample,"{'year': 2023, 'month': 7, 'day': 7}","July 7, 2023","Jul. 7, 2023",https://images.genius.com/fcd2e5a2ade130083470b2143deafce4.300x300x1.png,https://images.genius.com/fcd2e5a2ade130083470b2143deafce4.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 194667}",Super Shy,Super Shy,https://genius.com/Newjeans-super-shy-lyrics,[],"{'api_path': '/artists/3239944', 'header_image_url': 'https://images.genius.com/b8111d1525732688d55f29f5051a4b3e.720x540x1.jpg', 'id': 3239944, 'image_url': 'https://images.genius.com/ff736d30aff3a1dccc91b6c20bafb7d0.640x640x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'NewJeans (뉴진스)', 'url': 'https://genius.com/artists/Newjeans'}",0,False,194667,,/artists/3239944,https://images.genius.com/b8111d1525732688d55f29f5051a4b3e.720x540x1.jpg,3239944,https://images.genius.com/ff736d30aff3a1dccc91b6c20bafb7d0.640x640x1.jpg,False,False,NewJeans (뉴진스),https://genius.com/artists/Newjeans,
2,/songs/8226330,Genius English Translations,NewJeans - Hype Boy (English Translation) by Genius English Translations,https://images.genius.com/0cc17757cbe6c7934352f1d2ce021a34.300x300x1.jpg,https://images.genius.com/0cc17757cbe6c7934352f1d2ce021a34.1000x1000x1.jpg,8226330,16463578,complete,/Genius-english-translations-newjeans-hype-boy-english-translation-lyrics,,https://genius.com/Genius-english-translations-newjeans-hype-boy-english-translation-sample,"{'year': 2022, 'month': 7, 'day': 23}","July 23, 2022","Jul. 23, 2022",https://images.genius.com/0cc17757cbe6c7934352f1d2ce021a34.300x300x1.jpg,https://images.genius.com/0cc17757cbe6c7934352f1d2ce021a34.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 132737}",NewJeans - Hype Boy (English Translation),NewJeans - Hype Boy (English Translation),https://genius.com/Genius-english-translations-newjeans-hype-boy-english-translation-lyrics,[],"{'api_path': '/artists/196943', 'header_image_url': 'https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png', 'id': 196943, 'image_url': 'https://images.genius.com/de32245e4abcb8be6c5d15aace40d53e.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Genius English Translations', 'url': 'https://genius.com/artists/Genius-english-translations'}",1,False,132737,,/artists/196943,https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png,196943,https://images.genius.com/de32245e4abcb8be6c5d15aace40d53e.1000x1000x1.png,False,False,Genius English Translations,https://genius.com/artists/Genius-english-translations,
1,/songs/3773895,Armaan Malik & Neeti Mohan,Sau Aasmaan by Armaan Malik & Neeti Mohan,https://images.genius.com/5634a3eb5a933b6d8022fcf006657677.300x300x1.jpg,https://images.genius.com/5634a3eb5a933b6d8022fcf006657677.999x999x1.jpg,3773895,7315462,complete,/Armaan-malik-and-neeti-mohan-sau-aasmaan-lyrics,,https://genius.com/Armaan-malik-and-neeti-mohan-sau-aasmaan-sample,"{'year': 2016, 'month': 8, 'day': 4}","August 4, 2016","Aug. 4, 2016",https://images.genius.com/5634a3eb5a933b6d8022fcf006657677.300x300x1.jpg,https://images.genius.com/5634a3eb5a933b6d8022fcf006657677.999x999x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 132867}",Sau Aasmaan,Sau Aasmaan,https://genius.com/Armaan-malik-and-neeti-mohan-sau-aasmaan-lyrics,[],"{'api_path': '/artists/3743928', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 3743928, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'Armaan Malik & Neeti Mohan', 'url': 'https://genius.com/artists/Armaan-malik-and-neeti-mohan'}",1,False,132867,,/artists/3743928,https://assets.genius.com/images/default_avatar_300.png?1707847067,3743928,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,Armaan Malik & Neeti Mohan,https://genius.com/artists/Armaan-malik-and-neeti-mohan,
0,/songs/3624102,Amaal Mallik & Armaan Malik,Ghar Se Nikalte Hi by Amaal Mallik & Armaan Malik,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.300x300x1.png,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.1000x1000x1.png,3624102,9563107,complete,/Amaal-mallik-and-armaan-malik-ghar-se-nikalte-hi-lyrics,,https://genius.com/Amaal-mallik-and-armaan-malik-ghar-se-nikalte-hi-sample,"{'year': 2018, 'month': 4, 'day': 4}","April 4, 2018","Apr. 4, 2018",https://images.genius.com/68233280b18e8b874e95609ff0e91a61.300x300x1.png,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 125178}",Ghar Se Nikalte Hi,Ghar Se Nikalte Hi,https://genius.com/Amaal-mallik-and-armaan-malik-ghar-se-nikalte-hi-lyrics,[],"{'api_path': '/artists/1811136', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 1811136, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'Amaal Mallik & Armaan Malik', 'url': 'https://genius.com/artists/Amaal-mallik-and-armaan-malik'}",0,False,125178,,/artists/1811136,https://assets.genius.com/images/default_avatar_300.png?1707847067,1811136,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,Amaal Mallik & Armaan Malik,https://genius.com/artists/Amaal-mallik-and-armaan-malik,
0,/songs/4176357,Armaan Malik,Kuch To Hai by Armaan Malik,https://images.genius.com/4294021a6a27a6d54165e2fe2d26ae05.300x300x1.png,https://images.genius.com/4294021a6a27a6d54165e2fe2d26ae05.1000x1000x1.png,4176357,7315462,complete,/Armaan-malik-kuch-to-hai-lyrics,,https://genius.com/Armaan-malik-kuch-to-hai-sample,"{'year': 2016, 'month': 6, 'day': 8}","June 8, 2016","Jun. 8, 2016",https://images.genius.com/4294021a6a27a6d54165e2fe2d26ae05.300x300x1.png,https://images.genius.com/4294021a6a27a6d54165e2fe2d26ae05.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 111737}",Kuch To Hai,Kuch To Hai,https://genius.com/Armaan-malik-kuch-to-hai-lyrics,[],"{'api_path': '/artists/1426499', 'header_image_url': 'https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg', 'id': 1426499, 'image_url': 'https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Armaan Malik', 'url': 'https://genius.com/artists/Armaan-malik', 'iq': 100}",0,False,111737,,/artists/1426499,https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg,1426499,https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg,False,True,Armaan Malik,https://genius.com/artists/Armaan-malik,100.0
0,/songs/3680759,Armaan Malik,Besabriyaan by Armaan Malik,https://images.genius.com/4e7a1f7cb151c0c218e833b6474666bf.300x300x1.jpg,https://images.genius.com/4e7a1f7cb151c0c218e833b6474666bf.333x333x1.jpg,3680759,5334223,complete,/Armaan-malik-besabriyaan-lyrics,,https://genius.com/Armaan-malik-besabriyaan-sample,"{'year': 2016, 'month': 11, 'day': 5}","November 5, 2016","Nov. 5, 2016",https://images.genius.com/4e7a1f7cb151c0c218e833b6474666bf.300x300x1.jpg,https://images.genius.com/4e7a1f7cb151c0c218e833b6474666bf.333x333x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 49889}",Besabriyaan,Besabriyaan,https://genius.com/Armaan-malik-besabriyaan-lyrics,[],"{'api_path': '/artists/1426499', 'header_image_url': 'https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg', 'id': 1426499, 'image_url': 'https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Armaan Malik', 'url': 'https://genius.com/artists/Armaan-malik', 'iq': 100}",0,False,49889,,/artists/1426499,https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg,1426499,https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg,False,True,Armaan Malik,https://genius.com/artists/Armaan-malik,100.0
0,/songs/5564671,Genius Romanizations,Amaal Malik & Armaan Malik - Ghar Se Nikalte Hi (Romanized) by Genius Romanizations,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.300x300x1.png,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.1000x1000x1.png,5564671,9563107,complete,/Genius-romanizations-amaal-malik-and-armaan-malik-ghar-se-nikalte-hi-romanized-lyrics,,https://genius.com/Genius-romanizations-amaal-malik-and-armaan-malik-ghar-se-nikalte-hi-romanized-sample,"{'year': 2018, 'month': 4, 'day': 4}","April 4, 2018","Apr. 4, 2018",https://images.genius.com/68233280b18e8b874e95609ff0e91a61.300x300x1.png,https://images.genius.com/68233280b18e8b874e95609ff0e91a61.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 39921}",Amaal Malik & Armaan Malik - Ghar Se Nikalte Hi (Romanized),Amaal Malik & Armaan Malik - Ghar Se Nikalte Hi (Romanized),https://genius.com/Genius-romanizations-amaal-malik-and-armaan-malik-ghar-se-nikalte-hi-romanized-lyrics,[],"{'api_path': '/artists/1507735', 'header_image_url': 'https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png', 'id': 1507735, 'image_url': 'https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png', 'is_meme_verified': False, 'is_verified': False, 'name': 'Genius Romanizations', 'url': 'https://genius.com/artists/Genius-romanizations'}",0,False,39921,,/artists/1507735,https://images.genius.com/e5afba664f84f0cadba65e3231dd57c7.1000x495x1.png,1507735,https://images.genius.com/086f5809e96b133dd536982629e5844b.1000x1000x1.png,False,False,Genius Romanizations,https://genius.com/artists/Genius-romanizations,
0,/songs/4407140,Armaan Malik,Kuch Toh Hai by Armaan Malik,https://images.genius.com/cef57a7bd77fea26df4da6e1cc14aff5.300x300x1.jpg,https://images.genius.com/cef57a7bd77fea26df4da6e1cc14aff5.500x500x1.jpg,4407140,5334223,complete,/Armaan-malik-kuch-toh-hai-lyrics,,https://genius.com/Armaan-malik-kuch-toh-hai-sample,"{'year': 2016, 'month': 5, 'day': 5}","May 5, 2016","May. 5, 2016",https://images.genius.com/cef57a7bd77fea26df4da6e1cc14aff5.300x300x1.jpg,https://images.genius.com/cef57a7bd77fea26df4da6e1cc14aff5.500x500x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 38377}",Kuch Toh Hai,Kuch Toh Hai,https://genius.com/Armaan-malik-kuch-toh-hai-lyrics,[],"{'api_path': '/artists/1426499', 'header_image_url': 'https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg', 'id': 1426499, 'image_url': 'https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Armaan Malik', 'url': 'https://genius.com/artists/Armaan-malik', 'iq': 100}",0,False,38377,,/artists/1426499,https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg,1426499,https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg,False,True,Armaan Malik,https://genius.com/artists/Armaan-malik,100.0
0,/songs/8237376,Armaan Malik,Tu / You by Armaan Malik,https://images.genius.com/e7889fb0f3c705a1ebbdc8eddbb45d85.300x300x1.jpg,https://images.genius.com/e7889fb0f3c705a1ebbdc8eddbb45d85.1000x1000x1.jpg,8237376,15071992,complete,/Armaan-malik-tu-you-lyrics,,https://genius.com/Armaan-malik-tu-you-sample,"{'year': 2022, 'month': 7, 'day': 22}","July 22, 2022","Jul. 22, 2022",https://images.genius.com/e7889fb0f3c705a1ebbdc8eddbb45d85.300x300x1.jpg,https://images.genius.com/e7889fb0f3c705a1ebbdc8eddbb45d85.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 18684}",Tu / You,Tu / You,https://genius.com/Armaan-malik-tu-you-lyrics,[],"{'api_path': '/artists/1426499', 'header_image_url': 'https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg', 'id': 1426499, 'image_url': 'https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Armaan Malik', 'url': 'https://genius.com/artists/Armaan-malik', 'iq': 100}",0,False,18684,,/artists/1426499,https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg,1426499,https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg,False,True,Armaan Malik,https://genius.com/artists/Armaan-malik,100.0
1,/songs/7557487,Armaan Malik,You by Armaan Malik,https://images.genius.com/fd66a66dbfeab59f4848b6591ad9a01a.300x300x1.png,https://images.genius.com/fd66a66dbfeab59f4848b6591ad9a01a.1000x1000x1.png,7557487,11598419,complete,/Armaan-malik-you-lyrics,1.0,https://genius.com/Armaan-malik-you-sample,"{'year': 2022, 'month': 1, 'day': 7}","January 7, 2022","Jan. 7, 2022",https://images.genius.com/fd66a66dbfeab59f4848b6591ad9a01a.300x300x1.png,https://images.genius.com/fd66a66dbfeab59f4848b6591ad9a01a.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 22589}",You,You,https://genius.com/Armaan-malik-you-lyrics,[],"{'api_path': '/artists/1426499', 'header_image_url': 'https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg', 'id': 1426499, 'image_url': 'https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Armaan Malik', 'url': 'https://genius.com/artists/Armaan-malik', 'iq': 100}",0,False,22589,,/artists/1426499,https://images.genius.com/5a227037bbc12598093f1f7b37dbcbbf.729x243x1.jpg,1426499,https://images.genius.com/e523e9e196b114388c444fdc42e8ee3e.895x895x1.jpg,False,True,Armaan Malik,https://genius.com/artists/Armaan-malik,100.0
43,/songs/7076626,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) [From The Vault] by Taylor Swift,https://images.genius.com/aac8ea3f13ae887a7f1fd9cdd451374e.300x300x1.png,https://images.genius.com/aac8ea3f13ae887a7f1fd9cdd451374e.1000x1000x1.png,7076626,12603744,complete,/Taylor-swift-all-too-well-10-minute-version-taylors-version-from-the-vault-lyrics,219.0,https://genius.com/Taylor-swift-all-too-well-10-minute-version-taylors-version-from-the-vault-sample,"{'year': 2021, 'month': 11, 'day': 12}","November 12, 2021","Nov. 12, 2021",https://images.genius.com/9dd4ba749dd51d39d7b56b67b9cc3777.300x300x1.jpg,https://images.genius.com/9dd4ba749dd51d39d7b56b67b9cc3777.1000x1000x1.jpg,"{'unreviewed_annotations': 6, 'concurrents': 12, 'hot': False, 'pageviews': 4370706}",All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],All Too Well (10 Minute Version) (Taylor's Version) [From The Vault],https://genius.com/Taylor-swift-all-too-well-10-minute-version-taylors-version-from-the-vault-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",6,False,4370706,12.0,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
34,/songs/7394358,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) [Live Acoustic] by Taylor Swift,https://images.genius.com/fb18a1248bb4cd26893dea7e3610b0d5.300x300x1.jpg,https://images.genius.com/fb18a1248bb4cd26893dea7e3610b0d5.1000x1000x1.jpg,7394358,6878633,complete,/Taylor-swift-all-too-well-10-minute-version-taylors-version-live-acoustic-lyrics,52.0,https://genius.com/Taylor-swift-all-too-well-10-minute-version-taylors-version-live-acoustic-sample,"{'year': 2021, 'month': 11, 'day': 15}","November 15, 2021","Nov. 15, 2021",https://images.genius.com/fb18a1248bb4cd26893dea7e3610b0d5.300x300x1.jpg,https://images.genius.com/fb18a1248bb4cd26893dea7e3610b0d5.1000x1000x1.jpg,"{'unreviewed_annotations': 6, 'concurrents': 9, 'hot': False, 'pageviews': 3707239}",All Too Well (10 Minute Version) (Taylor’s Version) [Live Acoustic],All Too Well (10 Minute Version) (Taylor's Version) [Live Acoustic],https://genius.com/Taylor-swift-all-too-well-10-minute-version-taylors-version-live-acoustic-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",6,False,3707239,9.0,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
26,/songs/5793984,Taylor Swift,​cardigan by Taylor Swift,https://images.genius.com/282838f51b2395aba0e0084dd02f1774.300x300x1.png,https://images.genius.com/282838f51b2395aba0e0084dd02f1774.1000x1000x1.png,5793984,5748418,complete,/Taylor-swift-cardigan-lyrics,171.0,https://genius.com/Taylor-swift-cardigan-sample,"{'year': 2020, 'month': 7, 'day': 24}","July 24, 2020","Jul. 24, 2020",https://images.genius.com/8c6b44171caaa726820cce35ad8b066e.300x300x1.png,https://images.genius.com/8c6b44171caaa726820cce35ad8b066e.1000x1000x1.png,"{'unreviewed_annotations': 0, 'concurrents': 3, 'hot': False, 'pageviews': 3162134}",​cardigan,​cardigan,https://genius.com/Taylor-swift-cardigan-lyrics,[],"{'api_path': '/artists/1177', 'header_image_url': 'https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg', 'id': 1177, 'image_url': 'https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Taylor Swift', 'url': 'https://genius.com/artists/Taylor-swift', 'iq': 1544}",0,False,3162134,3.0,/artists/1177,https://images.genius.com/5c2c1c282f5e80f4db678e685a007a34.1000x333x1.jpg,1177,https://images.genius.com/81985fb62e4b6edca0f659281b8faa2e.400x400x1.jpg,True,True,Taylor Swift,https://genius.com/artists/Taylor-swift,1544.0
